arquivo,titulo,subtitulo,data_publicacao,data_atualizacao,tags,dateline,nome_operacao_encontrado,identidade_canonica,classificacao,crimes_mais_presentes,modus_operandi,fonte_classificacao,confianca_regex
ficco-ac-deflagra-operacao-no-combate-a-faccao-criminosa-aef4901d.md,FICCO/AC deflagra operação no combate a facção criminosa,Foram cumpridos oito mandados judiciais no Acre,16/04/2024,,"[""Acre"", ""Operação PF"", ""FICCO/AC""]",Rio Branco/AC.,Macaua,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao""]",regex,0.95
ficco-ac-deflagra-operacao-para-combater-crimes-eleitorais-em-feijo-ac-b28ebe68.md,FICCO/AC deflagra operação para combater crimes eleitorais em Feijó/AC,Foram cumpridos nove mandados judiciais,26/09/2024,,"[""Operação PF"", ""Acre"", ""Crimes eleitorais""]",Rio Branco/AC.,Sufragio,crime_eleitoral,Por crime,"[""crime_eleitoral"", ""ameaca"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao""]",regex,0.95
ficco-ac-deflagra-operacao-para-combater-faccao-criminosa-5f76d74b.md,FICCO/AC deflagra operação para combater facção criminosa,Foram cumpridos cinco mandados de busca e apreensão,13/03/2025,02/04/2025,"[""Operação PF"", ""Polícia Federal"", ""Crime Organizado"", ""Acre"", ""Mandado de prisão""]",Rio Branco/AC.,Colapso,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""prisao""]",regex,0.95
ficco-ac-deflagra-operacao-para-desarticular-braco-logistico-de-faccao-criminosa-com-ramificacao-no-estado-4caf9934.md,FICCO/AC deflagra operação para desarticular braço logístico de facção criminosa com ramificação no estado,Um mandado de busca e apreensão foi cumprido na cidade de Cruzeiro do Sul,07/10/2025,,"[""Polícia Federal"", ""Operação PF"", ""Acre""]",Cruzeiro do Sul/AC,Bastao,crime_lavagem_dinheiro,Por crime,"[""lavagem_dinheiro"", ""crimes_armas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""desarticulacao_rede""]",regex,0.95
ficco-ac-deflagra-operacao-policial-contra-faccao-criminosa-f1f5b384.md,FICCO/AC deflagra operação policial contra facção criminosa,São cumpridos 38 mandados judiciais,16/07/2024,,"[""Acre"", ""Operação PF"", ""FICCO/AC"", ""Destaque""]",Rio Branco/AC.,Servilis,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""lavagem_dinheiro"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao"", ""bloqueio_bens"", ""combate_financeiro""]",regex,0.95
ficco-ac-prende-foragidos-da-justica-em-operacao-conjunta-com-gaeco-am-9e1c6559.md,FICCO/AC prende foragidos da Justiça em operação conjunta com o GAECO/AM,Foram cumpridos cinco mandados judiciais no Acre e Amazonas,13/09/2024,22/10/2025,"[""Operação PF"", ""FICCO"", ""foragidos"", ""Acre""]",Rio Branco/AC.,Lacos,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""prisao"", ""busca_apreensao""]",regex,0.95
ficco-al-deflagra-operacao-contra-furto-e-receptacao-de-equipamentos-da-caixa-792fdf0a.md,FICCO/AL combate furto e receptação de equipamentos da Caixa,"Ao todo, seis mandados de bisca e apreensão estão sendo cumpridos em Maceió/AL",11/03/2026,12/03/2026,"[""Operação PF"", ""FICCO"", ""Alagoas""]",Maceió/AL.,Assincrono,crime_roubo_furto,Por crime,"[""roubo_furto"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""desarticulacao_rede""]",regex,0.95
ficco-al-reprime-o-contrabando-de-cigarros-na-regiao-de-arapiraca-al-6d1051ee.md,FICCO/AL reprime o contrabando de cigarros na região de Arapiraca/AL,Foram cumpridos oito mandados de busca e apreensão,10/12/2024,,"[""Alagoas"", ""Operação PF""]",Maceió/AL.,,crime_contrabando_descaminho,Por crime,"[""contrabando_descaminho"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""prisao""]",regex,0.95
ficco-am-apreende-drogas-e-armamentos-no-interior-do-amazonas-f693b9a0.md,FICCO/AM apreende drogas e armamentos no interior do Amazonas,"Operação visa combater organizações criminosas que utilizam a região da tríplice fronteira, como ponto estratégico para o tráfico internacional de drogas",24/02/2025,02/04/2025,"[""Operação PF"", ""Pol´ícia Federal"", ""Amazonas"", ""Tráfico Internacional de Drogas"", ""FICCO""]",Manaus/AM.,,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""crimes_armas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""fronteira_transnacional""]",regex,0.95
ficco-am-apreende-r-390-mil-em-especie-suspeitos-de-desvio-de-verba-publica-17de8188.md,FICCO/AM apreende R$ 390 mil em espécie suspeitos de desvio de verba pública,Ação contou com apoio da ROCAM e ocorreu após saque em agência bancária de Manaus,19/01/2026,19/01/2026,"[""Operação PF"", ""Amazonas""]",Manaus/AM.,,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""lavagem_dinheiro"", ""organizacao_criminosa""]","[""cooperacao_interagencias""]",regex,0.95
ficco-am-combate-atuacao-de-julgamento-paralelo-de-faccao-criminosa-14f1c1ba.md,FICCO/AM combate atuação de julgamento paralelo de facção criminosa,Foram cumpridos dois mandados de prisão preventiva e um mandado de busca e apreensão,02/04/2025,,"[""Operação PF"", ""Polícia Federal"", ""Facção Criminosa"", ""Amazonas"", ""Operação Torre""]",Manaus/AM .,Torre,crime_organizacao_criminosa,Por crime,"[""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias""]",regex,0.95
ficco-am-cumpre-mandado-de-prisao-preventiva-e-de-busca-e-apreensao-contra-operador-financeiro-de-facao-criminosa-bc707152.md,FICCO/AM cumpre mandados contra operador financeiro de fação criminosa,"Durante a Operação Torre, foi apreendido um veículo, aparelho eletrônico e dinheiro em espécie",17/10/2024,,"[""Operação PF"", ""FICCO"", ""AM"", ""Mandados judicias"", ""facção criminosa"", ""Amazonas""]",Manaus,Torre,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""lavagem_dinheiro"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
ficco-am-cumpre-quatro-mandados-de-prisao-e-quatro-mandados-de-busca-e-apreensao-no-ambito-da-operacao-forca-integrada-f930d085.md,FICCO/AM cumpre mandados contra crime organizado no âmbito da Operação Força Integrada,Estão sendo cumpridos quatro mandados de busca e apreensão e quatro de prisão,18/03/2026,18/03/2026,"[""Amazonas"", ""Operação PF"", ""FICCO""]",Manaus/AM.,Forca Integrada Estao,crime_organizacao_criminosa,Por crime,"[""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao""]",regex,0.923
ficco-am-desarticula-nucleo-de-comando-do-crime-organizado-no-amazonas-72b281fe.md,FICCO/AM desarticula núcleo de comando do crime organizado no Amazonas,"Durante a Operação Xeque-Mate, foram cumpridos cinco mandados de prisão, cinco mandados de busca e apreensão e o sequestro de R$ 122 milhões em bens",06/10/2025,06/10/2025,"[""Operação PF"", ""Amazonas""]",Manaus/AM.,Xeque-Mate,crime_lavagem_dinheiro,Por crime,"[""lavagem_dinheiro"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""prisao"", ""bloqueio_bens"", ""fiscalizacao"", ""desarticulacao_rede""]",regex,0.95
ficco-am-desarticula-nucleo-financeiro-de-faccao-criminosa-6024e16c.md,FICCO/AM atua contra núcleo financeiro de organização criminosa,Operação Torre 7 cumpre três mandados de busca e apreensão e três de prisão preventiva em São Paulo/SP,23/04/2026,23/04/2026,"[""Operação PF"", ""Facção criminosa"", ""Amazonas""]",Manaus/AM.,Torre 7,crime_lavagem_dinheiro,Por crime,"[""lavagem_dinheiro"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias"", ""bloqueio_bens"", ""desarticulacao_rede""]",regex,0.95
ficco-am-desarticula-nucleo-juridico-e-operacional-de-faccao-criminosa-no-amazonas-ce726aca.md,FICCO/AM desarticula núcleo jurídico e operacional de facção criminosa no Amazonas,Foram cumpridos quatro prisões preventivas e cinco mandados de busca e apreensão em residências dos investigados,06/11/2025,06/11/2025,"[""Operação PF"", ""Polícia Federal"", ""Amazonas""]",Manaus/AM.,Roque,crime_organizacao_criminosa,Por crime,"[""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao"", ""cumprimento_mandado"", ""fronteira_transnacional"", ""desarticulacao_rede""]",regex,0.95
ficco-am-intensifica-combate-ao-trafico-aereo-de-drogas-e-inutiliza-aeronaves-no-amazonas-e427da40.md,FICCO/AM intensifica combate ao tráfico aéreo de drogas e inutiliza aeronaves no Amazonas,Publicado em 05/03/2025 19h22,05/03/2025,07/03/2025,"[""Operação PF"", ""transporte aéreo"", ""Amazonas""]",Manaus/AM.,,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""crimes_ciberneticos_financeiros"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
ficco-am-realiza-apreensao-de-370-kg-de-cloridrato-de-cocaina-a0b61efc.md,FICCO/AM realiza apreensão de 370 kg de cloridrato de cocaína,Informações de inteligência obtidas na Tríplice Fronteira indicavam que uma balsa petroleira oriunda do Peru estaria transportando grande quantidade de entorpecentes ocultados em carga de combustível,04/12/2025,,"[""Operação PF"", ""Polícia Federal"", ""Amazonas""]",Manaus/AM.,,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""fronteira_transnacional""]",regex,0.95
ficco-ap-combate-assalto-em-banco-no-ap-a1be61b5.md,FICCO/AP combate assalto em banco no AP,"Na ação, um dos investigados foi abordado no momento em que estaria saindo para a execução do assalto",02/02/2024,,"[""Operação PF"", ""FICCO"", ""AP"", ""Apreensão"", ""Investigações"", ""Amapá""]",Macapá/AP.,Sem,crime_roubo_furto,Por crime,"[""roubo_furto"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias""]",regex,0.95
ficco-ap-combate-esquema-de-corrupcao-envolvendo-faccao-criminosa-e-membros-do-alto-escalao-do-servico-publico-do-amapa-0129f70b.md,FICCO/AP combate esquema de corrupção envolvendo facção criminosa e membros do alto escalão do serviço público do Amapá,12 mandados de busca e apreensão e 5 mandados de prisão preventiva foram cumpridos,06/12/2024,,"[""Amapá"", ""Operação PF"", ""FICCO/AP""]",Macapá/AP.,Cidade,crime_corrupcao_desvio,Por crime,"[""corrupcao_desvio"", ""organizacao_criminosa""]","[""prisao"", ""cooperacao_interagencias"", ""busca_apreensao""]",regex,0.95
ficco-ap-combate-trafico-de-drogas-em-macapa-4a9aac3a.md,FICCO/AP combate tráfico de drogas em Macapá,Foram cumpridos três mandados de busca e apreensão,19/07/2024,,"[""Operação PF"", ""Amapá"", ""Tráfico de drogas""]",Macapá/AP.,Infra Mare,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao""]",regex,0.95
ficco-ap-cumpre-mandados-contra-nucleo-de-principal-lideranca-do-crime-organizado-no-amapa-d8ea1b5c.md,FICCO/AP cumpre mandados contra núcleo de principal liderança do crime organizado no Amapá,São cumpridos oito mandados de busca e apreensão,09/08/2024,,"[""Operação PF"", ""Amapá"", ""Tráfico de drogas""]",Macapá/AP.,Hunos,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""busca_apreensao"", ""prisao"", ""cooperacao_interagencias""]",regex,0.95
ficco-ap-deflagra-operacao-contra-trafico-interestadual-de-drogas-no-pa-e-no-ap-d99f07d6.md,FICCO/AP deflagra operação contra tráfico interestadual de drogas no PA e no AP,Ação cumpre mais de 100 ordens judiciais e mira organização criminosa com atuação em diversos estados,31/03/2026,31/03/2026,"[""Operação PF"", ""FICCO"", ""Amapá""]",Macapá/AP.,Abadon,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao"", ""desarticulacao_rede""]",regex,0.95
ficco-ap-deflagra-operacao-de-combate-a-organizacao-criminosa-no-amapa-694cf3fe.md,FICCO/AP deflagra operação de combate a organização criminosa no Amapá,Os mandados de busca e apreensão foram cumpridos contra suspeitos no Macapá e Tartarugalzinho,31/07/2025,,"[""FICCO/AP"", ""Operação PF"", ""Amapá""]",Macapá/AP.,Mucua,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""crimes_armas"", ""crimes_ciberneticos_financeiros"", ""extorsao"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""desarticulacao_rede"", ""comercializacao""]",regex,0.95
ficco-ap-deflagra-para-apurar-furto-de-equipamento-de-assessor-parlamentar-c1ff9d8e.md,FICCO/AP apura furto de equipamento de assessor parlamentar,Ação integra mobilização nacional e cumpre mandados para identificar o autor do crime,18/03/2026,18/03/2026,"[""Operação PF"", ""FICCO"", ""Amapá""]",Macapá/AP.,Invasor,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""lavagem_dinheiro"", ""roubo_furto"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao""]",regex,0.95
ficco-ap-desarticula-organizacao-criminosa-ligada-ao-trafico-de-drogas-no-amapa-46c5eb91.md,FICCO/AP desarticula organização criminosa ligada ao tráfico de drogas no Amapá,Operação Red Line cumpre 28 mandados de busca e apreensão em Macapá e em Santana,26/03/2026,26/03/2026,"[""Operação PF"", ""FICCO"", ""Tráfico de drogas"", ""Amapá""]",Macapá/AP.,Red Line,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""desarticulacao_rede""]",regex,0.95
ficco-ap-prende-advogado-suspeito-de-atuar-como-201cpombo-correio201d-para-faccao-criminosa-no-amapa-d277eeb0.md,"FICCO/AP prende advogado suspeito de atuar como ""pombo-correio"" para facção criminosa no Amapá",Um mandado de prisão e dois mandados de busca e apreensão foram cumpridos,21/02/2025,,"[""Amapá"", ""Operação PF""]",Macapá/AP.,Columba,crime_organizacao_criminosa,Por crime,"[""organizacao_criminosa""]","[""prisao"", ""busca_apreensao"", ""cooperacao_interagencias""]",regex,0.95
ficco-ba-apreende-em-operacao-cerca-de-95-kg-de-drogas-no-sul-da-bahia-af66fee5.md,FICCO/BA apreende em operação cerca de 95 kg de drogas no sul da Bahia,"Durante abordagem a um automóvel, entre os municípios de Itapé/BA e Barro Preto/BA, policiais localizaram 92 kg de maconha e 3,2 kg de haxixe",08/09/2025,08/09/2025,"[""Operação PF"", ""FICCO/BA"", ""Ilhéus"", ""Bahia""]",Ilhéus/BA,Integrada,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""atuacao_online""]",regex,0.95
ficco-ba-cumpre-15-mandados-judiciais-em-operacao-contra-crime-organizado-4ccaa095.md,FICCO/BA cumpre 15 mandados judiciais em operação contra crime organizado,Iniciativa reforça a atuação integrada no combate ao crime organizado,18/03/2026,18/03/2026,"[""Operação PF"", ""FICCO"", ""Crime organizado"", ""Bahia""]",Salvador/BA.,Epilogo,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""crimes_armas"", ""homicidio"", ""ameaca"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao"", ""atuacao_online"", ""desarticulacao_rede"", ""comercializacao""]",regex,0.95
ficco-ba-deflagra-operacao-artemis-e-captura-75-criminosos-13eb79bf.md,FICCO/BA realiza captura de 77 foragidos da Justiça,"Operação Artemis localizou suspeitos na Bahia, em outros cinco estados e na Bolívia",13/04/2026,13/04/2026,"[""Operação PF"", ""FICCO"", ""Bahia""]",Salvador/BA.,Artemis,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""roubo_furto"", ""homicidio"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""prisao"", ""atuacao_online"", ""fronteira_transnacional""]",regex,0.95
ficco-ba-deflagra-operacao-contra-organizacao-criminosa-b4f083dd.md,FICCO/BA deflagra operação contra organização criminosa,A ação policial visa o cumprimento de sete ordens judiciais contra integrantes de organização criminosa violenta atuante na capital baiana,31/10/2024,,"[""Bahia"", ""Operação PF"", ""FICCO/BA""]",Salvador/BA.,,crime_organizacao_criminosa,Por crime,"[""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao"", ""atuacao_online""]",regex,0.95
ficco-ba-deflagra-operacao-em-combate-ao-crime-organizado-no-interior-da-bahia-bbe3eeb8.md,FICCO/BA deflagra operação em combate ao crime organizado no interior da Bahia,"Foram cumpridos dois mandados de busca e apreensão e um mandado de prisão, pelo crime de homicídio, em Capim Grosso/BA",13/11/2025,,"[""Bahia"", ""Operação PF""]",Salvador/BA.,Jack Point,crimes_armas,Por crime,"[""crimes_armas"", ""homicidio"", ""organizacao_criminosa""]","[""busca_apreensao"", ""cooperacao_interagencias"", ""prisao"", ""atuacao_online""]",regex,0.95
ficco-ba-desmonta-esconderijos-de-fuzil-e-drogas-no-sul-da-bahia-f7c86a76.md,FICCO/BA desmonta esconderijos de fuzil e drogas no sul da Bahia,"Um fuzil, carregadores, munições, drogas e balanças foram encontrados enterrados em uma área de mata fechada.",13/01/2025,,"[""Operação PF"", ""Bahia"", ""FICCO""]",Salvador/BA.,,crimes_armas,Por crime,"[""crimes_armas"", ""organizacao_criminosa""]","[""cooperacao_interagencias"", ""busca_apreensao"", ""prisao"", ""atuacao_online"", ""desarticulacao_rede""]",regex,0.943
ficco-ba-e-seap-deflagram-operacao-visando-cumprir-mandados-no-sistema-prisional-da-bahia-c276c36f.md,FICCO/BA e SEAP deflagram operação visando cumprir mandados no Sistema Prisional da Bahia,"A Operação Reincidência tem como objetivo cumprir mandados relacionados a crimes como tráfico de drogas, homicídios e roubos.",16/06/2025,,"[""Operação PF"", ""Polícia Federal"", ""Bahia""]",Salvador/BA.,Reincidencia,crime_trafico_drogas,Por crime,"[""trafico_drogas"", ""roubo_furto"", ""homicidio"", ""organizacao_criminosa""]","[""prisao"", ""cooperacao_interagencias"", ""atuacao_online""]",regex,0.95
